loan_id,customer_id,gender,age,income,loan_amount,loan_status,credit_history,application_date
6566,10566,M,27,20000.0,110000.0,Approved,1,2020-06-01 08:17:47.066676668
6567,10567,F,40,25000.0,110000.0,Rejected,0,2020-06-01 08:57:12.325808146
6568,10568,F,23,105000.0,150000.0,Approved,1,2020-06-01 09:36:37.584939624
6569,10569,F,59,45000.0,240000.0,Approved,1,2020-06-01 10:16:02.844071102
6570,10570,unknown,21,40000.0,0.0,Rejected,1,2020-06-01 10:55:28.103202580
6571,10571,unknown,63,105000.0,200000.0,Approved,1,2020-06-01 11:34:53.362334060
6572,10572,M,60,75000.0,200000.0,Rejected,1,2020-06-01 12:14:18.621465538
6573,10573,F,55,55000.0,180000.0,Rejected,0,2020-06-01 12:53:43.880597016
6574,10574,F,21,90000.0,280000.0,Rejected,1,2020-06-01 13:33:09.139728494
6575,10575,F,23,100000.0,130000.0,Rejected,1,2020-06-01 14:12:34.398859972
6576,10576,M,50,105000.0,90000.0,Rejected,0,2020-06-01 14:51:59.657991450
6577,10577,F,59,30000.0,100000.0,default,-1,2020-06-01 15:31:24.917122928
6578,10578,unknown,26,80000.0,270000.0,Approved,0,2020-06-01 16:10:50.176254408
6579,10579,F,47,85000.0,90000.0,Approved,1,2020-06-01 16:50:15.435385886
6580,10580,M,38,30000.0,170000.0,Approved,1,2020-06-01 17:29:40.694517364
6581,10581,M,40,80000.0,130000.0,Rejected,1,2020-06-01 18:09:05.953648842
6582,10582,M,62,20000.0,90000.0,Rejected,0,2020-06-01 18:48:31.212780320
6583,10583,F,45,55000.0,190000.0,Rejected,0,2020-06-01 19:27:56.471911798
6584,10584,F,25,35000.0,270000.0,Approved,-1,2020-06-01 20:07:21.731043276
6585,10585,M,63,75000.0,130000.0,Approved,1,2020-06-01 20:46:46.990174756
6586,10586,M,29,35000.0,80000.0,Rejected,1,2020-06-01 21:26:12.249306234
6587,10587,M,61,100000.0,210000.0,Rejected,1,2020-06-01 22:05:37.508437712
6588,10588,M,21,30000.0,240000.0,Rejected,0,2020-06-01 22:45:02.767569190
6589,10589,F,60,95000.0,190000.0,Rejected,0,2020-06-01 23:24:28.026700668
6590,10590,F,51,30000.0,80000.0,Approved,0,2020-06-02 00:03:53.285832146
6591,10591,M,54,65000.0,50000.0,Rejected,1,2020-06-02 00:43:18.544963624
6592,10592,F,52,90000.0,70000.0,Rejected,1,2020-06-02 01:22:43.804095104
6593,10593,M,41,35000.0,280000.0,Rejected,0,2020-06-02 02:02:09.063226582
6594,10594,unknown,33,95000.0,190000.0,Approved,0,2020-06-02 02:41:34.322358060
6595,10595,M,33,115000.0,140000.0,Rejected,-1,2020-06-02 03:20:59.581489538
6596,10596,M,54,55000.0,90000.0,Rejected,1,2020-06-02 04:00:24.840621016
6597,10597,M,49,20000.0,230000.0,Approved,1,2020-06-02 04:39:50.099752494
6598,10598,F,47,65000.0,240000.0,Rejected,0,2020-06-02 05:19:15.358883972
6599,10599,F,50,110000.0,250000.0,Rejected,1,2020-06-02 05:58:40.618015452
6600,10600,F,56,85000.0,50000.0,Approved,-1,2020-06-02 06:38:05.877146930
6601,10601,M,54,90000.0,240000.0,Rejected,0,2020-06-02 07:17:31.136278408
6602,10602,M,25,100000.0,90000.0,Rejected,1,2020-06-02 07:56:56.395409886
6603,10603,M,37,110000.0,250000.0,Approved,1,2020-06-02 08:36:21.654541364
6604,10604,F,32,30000.0,80000.0,Approved,0,2020-06-02 09:15:46.913672842
6605,10605,M,45,80000.0,110000.0,Approved,1,2020-06-02 09:55:12.172804320
6606,10606,F,23,110000.0,250000.0,Rejected,0,2020-06-02 10:34:37.431935800
6607,10607,F,55,95000.0,210000.0,Rejected,1,2020-06-02 11:14:02.691067278
6608,10608,F,25,45000.0,50000.0,Approved,0,2020-06-02 11:53:27.950198756
6609,10609,M,33,110000.0,90000.0,Approved,1,2020-06-02 12:32:53.209330234
6610,10610,M,56,50000.0,100000.0,Rejected,0,2020-06-02 13:12:18.468461712
6611,10611,M,23,60000.0,260000.0,Rejected,1,2020-06-02 13:51:43.727593190
6612,10612,F,50,35000.0,200000.0,Approved,1,2020-06-02 14:31:08.986724668
6613,10613,F,62,110000.0,90000.0,Rejected,1,2020-06-02 15:10:34.245856148
6614,10614,M,49,25000.0,110000.0,Approved,0,2020-06-02 15:49:59.504987626
6615,10615,M,53,25000.0,160000.0,Approved,1,2020-06-02 16:29:24.764119104
6616,10616,F,56,50000.0,70000.0,Rejected,1,2020-06-02 17:08:50.023250582
6617,10617,F,31,90000.0,150000.0,Rejected,1,2020-06-02 17:48:15.282382060
6618,10618,M,47,30000.0,250000.0,Rejected,1,2020-06-02 18:27:40.541513538
6619,10619,F,35,70000.0,150000.0,Approved,1,2020-06-02 19:07:05.800645016
6620,10620,M,32,20000.0,250000.0,Approved,0,2020-06-02 19:46:31.059776496
6621,10621,M,29,110000.0,210000.0,Rejected,0,2020-06-02 20:25:56.318907974
6622,10622,F,47,65000.0,150000.0,Rejected,1,2020-06-02 21:05:21.578039452
6623,10623,F,57,95000.0,280000.0,Approved,1,2020-06-02 21:44:46.837170930
6624,10624,F,60,110000.0,160000.0,Rejected,0,2020-06-02 22:24:12.096302408
6625,10625,M,40,25000.0,230000.0,Approved,0,2020-06-02 23:03:37.355433886
6626,10626,F,37,70000.0,250000.0,Approved,1,2020-06-02 23:43:02.614565364
6627,10627,M,52,35000.0,280000.0,Approved,1,2020-06-03 00:22:27.873696844
6628,10628,M,56,25000.0,120000.0,Rejected,1,2020-06-03 01:01:53.132828322
6629,10629,F,32,80000.0,100000.0,Approved,0,2020-06-03 01:41:18.391959800
6630,10630,M,34,30000.0,160000.0,Rejected,1,2020-06-03 02:20:43.651091278
6631,10631,F,45,70000.0,270000.0,Rejected,0,2020-06-03 03:00:08.910222756
6632,10632,F,41,40000.0,130000.0,Rejected,1,2020-06-03 03:39:34.169354234
6633,10633,M,53,40000.0,120000.0,Approved,1,2020-06-03 04:18:59.428485712
6634,10634,M,43,70000.0,50000.0,Approved,1,2020-06-03 04:58:24.687617192
6635,10635,M,26,75000.0,230000.0,Approved,0,2020-06-03 05:37:49.946748670
6636,10636,M,28,20000.0,230000.0,Rejected,-1,2020-06-03 06:17:15.205880148
6637,10637,F,61,70000.0,260000.0,Approved,0,2020-06-03 06:56:40.465011626
6638,10638,F,31,85000.0,170000.0,Rejected,0,2020-06-03 07:36:05.724143104
6639,10639,M,23,85000.0,270000.0,Approved,1,2020-06-03 08:15:30.983274582
6640,10640,M,54,105000.0,70000.0,Approved,0,2020-06-03 08:54:56.242406062
6641,10641,F,52,110000.0,190000.0,default,1,2020-06-03 09:34:21.501537540
6642,10642,F,48,80000.0,170000.0,Rejected,0,2020-06-03 10:13:46.760669018
6643,10643,M,43,65000.0,280000.0,Approved,1,2020-06-03 10:53:12.019800496
6644,10644,M,64,40000.0,280000.0,Approved,1,2020-06-03 11:32:37.278931974
6645,10645,F,26,30000.0,0.0,Approved,1,2020-06-03 12:12:02.538063452
6646,10646,M,44,80000.0,140000.0,Rejected,0,2020-06-03 12:51:27.797194930
6647,10647,M,46,115000.0,140000.0,Rejected,0,2020-06-03 13:30:53.056326410
6648,10648,F,22,45000.0,90000.0,Approved,1,2020-06-03 14:10:18.315457888
6649,10649,F,39,30000.0,240000.0,Rejected,0,2020-06-03 14:49:43.574589366
6650,10650,F,56,60000.0,260000.0,Approved,0,2020-06-03 15:29:08.833720844
6651,10651,F,42,20000.0,260000.0,Approved,0,2020-06-03 16:08:34.092852322
6652,10652,F,60,75000.0,0.0,Approved,1,2020-06-03 16:47:59.351983800
6653,10653,M,50,25000.0,190000.0,Approved,0,2020-06-03 17:27:24.611115278
6654,10654,M,55,115000.0,100000.0,Approved,1,2020-06-03 18:06:49.870246758
6655,10655,M,57,105000.0,200000.0,Rejected,0,2020-06-03 18:46:15.129378236
6656,10656,M,52,30000.0,140000.0,Rejected,0,2020-06-03 19:25:40.388509714
6657,10657,F,54,35000.0,130000.0,Rejected,0,2020-06-03 20:05:05.647641192
6658,10658,F,52,115000.0,230000.0,Rejected,1,2020-06-03 20:44:30.906772670
6659,10659,unknown,45,100000.0,100000.0,Approved,1,2020-06-03 21:23:56.165904148
6660,10660,F,46,115000.0,190000.0,Rejected,1,2020-06-03 22:03:21.425035626
6661,10661,M,29,50000.0,80000.0,Rejected,1,2020-06-03 22:42:46.684167106
6662,10662,M,58,30000.0,270000.0,Rejected,1,2020-06-03 23:22:11.943298584
6663,10663,F,35,80000.0,70000.0,Rejected,1,2020-06-04 00:01:37.202430062
6664,10664,F,45,115000.0,290000.0,Approved,0,2020-06-04 00:41:02.461561540
6665,10665,F,32,30000.0,0.0,Approved,-1,2020-06-04 01:20:27.720693018
6666,10666,F,52,100000.0,110000.0,Rejected,1,2020-06-04 01:59:52.979824496
6667,10667,F,21,55000.0,70000.0,Rejected,0,2020-06-04 02:39:18.238955974
6668,10668,F,57,30000.0,50000.0,Rejected,1,2020-06-04 03:18:43.498087454
6669,10669,M,49,65000.0,80000.0,Rejected,1,2020-06-04 03:58:08.757218932
6670,10670,F,46,70000.0,280000.0,Approved,0,2020-06-04 04:37:34.016350410
6671,10671,F,43,20000.0,230000.0,Rejected,1,2020-06-04 05:16:59.275481888
6672,10672,M,30,65000.0,70000.0,Rejected,0,2020-06-04 05:56:24.534613366
6673,10673,F,36,85000.0,290000.0,Rejected,0,2020-06-04 06:35:49.793744844
6674,10674,M,39,95000.0,210000.0,default,1,2020-06-04 07:15:15.052876322
6675,10675,F,63,30000.0,280000.0,Rejected,0,2020-06-04 07:54:40.312007802
6676,10676,M,40,110000.0,230000.0,Approved,1,2020-06-04 08:34:05.571139280
6677,10677,F,47,35000.0,140000.0,Approved,0,2020-06-04 09:13:30.830270758
6678,10678,M,62,85000.0,60000.0,Approved,0,2020-06-04 09:52:56.089402236
6679,10679,F,44,75000.0,50000.0,Rejected,1,2020-06-04 10:32:21.348533714
6680,10680,M,32,110000.0,200000.0,Rejected,0,2020-06-04 11:11:46.607665192
6681,10681,M,38,20000.0,170000.0,Rejected,0,2020-06-04 11:51:11.866796670
6682,10682,F,38,35000.0,190000.0,Rejected,1,2020-06-04 12:30:37.125928150
6683,10683,F,53,30000.0,290000.0,Rejected,0,2020-06-04 13:10:02.385059628
6684,10684,M,34,50000.0,280000.0,Approved,-1,2020-06-04 13:49:27.644191106
6685,10685,M,54,50000.0,140000.0,Rejected,0,2020-06-04 14:28:52.903322584
6686,10686,F,61,25000.0,130000.0,Approved,0,2020-06-04 15:08:18.162454062
6687,10687,F,36,70000.0,120000.0,Approved,1,2020-06-04 15:47:43.421585540
6688,10688,F,27,30000.0,290000.0,Rejected,0,2020-06-04 16:27:08.680717018
6689,10689,M,49,25000.0,280000.0,Rejected,1,2020-06-04 17:06:33.939848498
6690,10690,F,37,20000.0,290000.0,Approved,1,2020-06-04 17:45:59.198979976
6691,10691,M,45,115000.0,100000.0,Rejected,-1,2020-06-04 18:25:24.458111454
6692,10692,M,49,60000.0,170000.0,Approved,0,2020-06-04 19:04:49.717242932
6693,10693,F,39,45000.0,140000.0,Rejected,0,2020-06-04 19:44:14.976374410
6694,10694,F,62,65000.0,130000.0,Approved,1,2020-06-04 20:23:40.235505888
6695,10695,F,39,35000.0,70000.0,Rejected,1,2020-06-04 21:03:05.494637366
6696,10696,M,34,60000.0,260000.0,Approved,1,2020-06-04 21:42:30.753768846
6697,10697,M,61,35000.0,120000.0,Approved,0,2020-06-04 22:21:56.012900324
6698,10698,M,27,50000.0,140000.0,Rejected,1,2020-06-04 23:01:21.272031802
6699,10699,unknown,26,115000.0,200000.0,default,1,2020-06-04 23:40:46.531163280
6700,10700,M,63,35000.0,280000.0,default,1,2020-06-05 00:20:11.790294758
6701,10701,M,30,65000.0,230000.0,Rejected,1,2020-06-05 00:59:37.049426236
6702,10702,M,27,85000.0,210000.0,Approved,1,2020-06-05 01:39:02.308557714
6703,10703,F,45,110000.0,70000.0,Approved,-1,2020-06-05 02:18:27.567689194
6704,10704,M,23,115000.0,210000.0,Approved,0,2020-06-05 02:57:52.826820672
6705,10705,F,49,45000.0,110000.0,Approved,1,2020-06-05 03:37:18.085952150
6706,10706,M,41,115000.0,210000.0,Rejected,0,2020-06-05 04:16:43.345083628
6707,10707,F,50,50000.0,130000.0,Approved,1,2020-06-05 04:56:08.604215106
6708,10708,M,33,110000.0,60000.0,Rejected,0,2020-06-05 05:35:33.863346584
6709,10709,F,62,25000.0,260000.0,Rejected,1,2020-06-05 06:14:59.122478062
6710,10710,F,33,40000.0,190000.0,Rejected,1,2020-06-05 06:54:24.381609542
6711,10711,M,49,25000.0,120000.0,Approved,1,2020-06-05 07:33:49.640741020
6712,10712,unknown,63,50000.0,140000.0,Approved,1,2020-06-05 08:13:14.899872498
6713,10713,M,39,110000.0,200000.0,Rejected,0,2020-06-05 08:52:40.159003976
6714,10714,F,28,35000.0,220000.0,Approved,1,2020-06-05 09:32:05.418135454
6715,10715,F,24,40000.0,170000.0,Approved,-1,2020-06-05 10:11:30.677266932
6716,10716,M,64,40000.0,180000.0,Approved,1,2020-06-05 10:50:55.936398410
6717,10717,M,55,45000.0,70000.0,Rejected,1,2020-06-05 11:30:21.195529890
6718,10718,M,62,20000.0,80000.0,Approved,0,2020-06-05 12:09:46.454661368
6719,10719,M,52,60000.0,100000.0,Approved,1,2020-06-05 12:49:11.713792846
6720,10720,M,36,25000.0,180000.0,Approved,1,2020-06-05 13:28:36.972924324
6721,10721,M,26,65000.0,150000.0,Rejected,1,2020-06-05 14:08:02.232055802
6722,10722,M,63,100000.0,190000.0,Approved,1,2020-06-05 14:47:27.491187280
6723,10723,F,43,75000.0,90000.0,Approved,1,2020-06-05 15:26:52.750318758
6724,10724,M,38,20000.0,290000.0,Rejected,1,2020-06-05 16:06:18.009450238
6725,10725,M,47,80000.0,200000.0,Approved,1,2020-06-05 16:45:43.268581716
6726,10726,F,25,115000.0,80000.0,Rejected,0,2020-06-05 17:25:08.527713194
6727,10727,M,35,75000.0,140000.0,Approved,1,2020-06-05 18:04:33.786844672
6728,10728,M,49,70000.0,0.0,Rejected,0,2020-06-05 18:43:59.045976150
6729,10729,M,25,85000.0,290000.0,Approved,1,2020-06-05 19:23:24.305107628
6730,10730,F,27,105000.0,60000.0,Rejected,0,2020-06-05 20:02:49.564239106
6731,10731,F,44,75000.0,260000.0,Rejected,1,2020-06-05 20:42:14.823370586
6732,10732,M,49,60000.0,210000.0,Rejected,0,2020-06-05 21:21:40.082502064
6733,10733,F,29,20000.0,90000.0,Rejected,1,2020-06-05 22:01:05.341633542
6734,10734,F,22,30000.0,260000.0,default,1,2020-06-05 22:40:30.600765020
6735,10735,F,64,85000.0,210000.0,Approved,0,2020-06-05 23:19:55.859896498
6736,10736,F,22,80000.0,70000.0,Approved,0,2020-06-05 23:59:21.119027976
6737,10737,F,21,40000.0,260000.0,Rejected,0,2020-06-06 00:38:46.378159454
6738,10738,M,35,90000.0,240000.0,Approved,1,2020-06-06 01:18:11.637290934
6739,10739,M,31,45000.0,50000.0,Approved,1,2020-06-06 01:57:36.896422412
6740,10740,M,47,50000.0,110000.0,Rejected,1,2020-06-06 02:37:02.155553890
6741,10741,F,61,25000.0,110000.0,Rejected,1,2020-06-06 03:16:27.414685368
6742,10742,F,42,75000.0,160000.0,Rejected,1,2020-06-06 03:55:52.673816846
6743,10743,F,56,45000.0,100000.0,Rejected,0,2020-06-06 04:35:17.932948324
6744,10744,unknown,62,100000.0,260000.0,Rejected,1,2020-06-06 05:14:43.192079802
6745,10745,M,29,100000.0,230000.0,Approved,1,2020-06-06 05:54:08.451211282
6746,10746,F,43,30000.0,50000.0,Rejected,1,2020-06-06 06:33:33.710342760
6747,10747,F,50,35000.0,230000.0,Approved,1,2020-06-06 07:12:58.969474238
6748,10748,unknown,36,50000.0,290000.0,Approved,0,2020-06-06 07:52:24.228605716
6749,10749,unknown,54,75000.0,170000.0,Approved,1,2020-06-06 08:31:49.487737194
6750,10750,F,52,55000.0,90000.0,Rejected,0,2020-06-06 09:11:14.746868672
6751,10751,M,40,55000.0,270000.0,Rejected,1,2020-06-06 09:50:40.006000150
6752,10752,F,24,30000.0,210000.0,Rejected,0,2020-06-06 10:30:05.265131630
6753,10753,M,21,50000.0,160000.0,Approved,1,2020-06-06 11:09:30.524263108
6754,10754,F,37,65000.0,150000.0,Rejected,1,2020-06-06 11:48:55.783394586
6755,10755,F,24,25000.0,120000.0,Rejected,1,2020-06-06 12:28:21.042526064
6756,10756,M,56,105000.0,70000.0,Rejected,1,2020-06-06 13:07:46.301657542
6757,10757,F,36,100000.0,270000.0,Rejected,1,2020-06-06 13:47:11.560789020
6758,10758,M,51,75000.0,0.0,Approved,0,2020-06-06 14:26:36.819920498
6759,10759,M,36,55000.0,290000.0,Rejected,0,2020-06-06 15:06:02.079051978
6760,10760,M,57,105000.0,90000.0,Rejected,1,2020-06-06 15:45:27.338183456
6761,10761,F,61,55000.0,150000.0,default,1,2020-06-06 16:24:52.597314934
6762,10762,F,58,80000.0,120000.0,Rejected,0,2020-06-06 17:04:17.856446412
6763,10763,F,42,45000.0,130000.0,Rejected,1,2020-06-06 17:43:43.115577890
6764,10764,M,24,100000.0,130000.0,Rejected,1,2020-06-06 18:23:08.374709368
6765,10765,F,37,70000.0,280000.0,Rejected,1,2020-06-06 19:02:33.633840846
6766,10766,F,40,110000.0,290000.0,Rejected,1,2020-06-06 19:41:58.892972326
6767,10767,M,64,75000.0,60000.0,Rejected,0,2020-06-06 20:21:24.152103804
6768,10768,M,46,35000.0,180000.0,Rejected,1,2020-06-06 21:00:49.411235282
6769,10769,M,50,25000.0,220000.0,Rejected,0,2020-06-06 21:40:14.670366760
6770,10770,F,56,70000.0,110000.0,Approved,1,2020-06-06 22:19:39.929498238
6771,10771,F,46,45000.0,60000.0,Approved,1,2020-06-06 22:59:05.188629716
6772,10772,F,48,50000.0,60000.0,Approved,1,2020-06-06 23:38:30.447761194
6773,10773,M,32,30000.0,240000.0,Approved,0,2020-06-07 00:17:55.706892674
6774,10774,F,23,25000.0,140000.0,Approved,1,2020-06-07 00:57:20.966024152
6775,10775,M,53,65000.0,190000.0,Rejected,1,2020-06-07 01:36:46.225155630
6776,10776,M,59,115000.0,130000.0,Rejected,1,2020-06-07 02:16:11.484287108
6777,10777,F,39,30000.0,260000.0,Approved,1,2020-06-07 02:55:36.743418586
6778,10778,M,45,110000.0,70000.0,Rejected,1,2020-06-07 03:35:02.002550064
6779,10779,F,34,100000.0,50000.0,Approved,1,2020-06-07 04:14:27.261681542
6780,10780,M,41,100000.0,160000.0,Rejected,0,2020-06-07 04:53:52.520813022
6781,10781,F,30,90000.0,150000.0,Approved,1,2020-06-07 05:33:17.779944500
6782,10782,M,55,80000.0,50000.0,Approved,1,2020-06-07 06:12:43.039075978
6783,10783,F,43,30000.0,260000.0,Approved,1,2020-06-07 06:52:08.298207456
6784,10784,M,45,75000.0,180000.0,Approved,1,2020-06-07 07:31:33.557338934
6785,10785,M,22,55000.0,260000.0,Rejected,1,2020-06-07 08:10:58.816470412
6786,10786,F,49,30000.0,160000.0,Rejected,1,2020-06-07 08:50:24.075601890
6787,10787,M,30,100000.0,200000.0,Rejected,1,2020-06-07 09:29:49.334733370
6788,10788,F,38,75000.0,50000.0,Approved,1,2020-06-07 10:09:14.593864848
6789,10789,unknown,39,95000.0,250000.0,Approved,1,2020-06-07 10:48:39.852996326
6790,10790,M,41,65000.0,60000.0,Approved,1,2020-06-07 11:28:05.112127804
6791,10791,M,31,75000.0,120000.0,Approved,0,2020-06-07 12:07:30.371259282
6792,10792,F,59,90000.0,170000.0,Approved,1,2020-06-07 12:46:55.630390760
6793,10793,unknown,40,45000.0,110000.0,Rejected,-1,2020-06-07 13:26:20.889522238
6794,10794,F,48,105000.0,60000.0,Rejected,1,2020-06-07 14:05:46.148653718
6795,10795,F,48,60000.0,230000.0,Rejected,1,2020-06-07 14:45:11.407785196
6796,10796,F,48,90000.0,150000.0,Approved,-1,2020-06-07 15:24:36.666916674
6797,10797,M,46,50000.0,240000.0,Rejected,1,2020-06-07 16:04:01.926048152
6798,10798,unknown,58,90000.0,110000.0,default,1,2020-06-07 16:43:27.185179630
6799,10799,unknown,57,20000.0,170000.0,Approved,0,2020-06-07 17:22:52.444311108
6800,10800,M,39,115000.0,140000.0,Approved,1,2020-06-07 18:02:17.703442586
6801,10801,M,49,100000.0,160000.0,Approved,1,2020-06-07 18:41:42.962574066
6802,10802,M,25,85000.0,0.0,Approved,1,2020-06-07 19:21:08.221705544
6803,10803,M,25,50000.0,150000.0,Rejected,0,2020-06-07 20:00:33.480837022
6804,10804,F,42,105000.0,180000.0,default,0,2020-06-07 20:39:58.739968500
6805,10805,M,61,95000.0,290000.0,Rejected,1,2020-06-07 21:19:23.999099978
6806,10806,M,50,65000.0,60000.0,Rejected,1,2020-06-07 21:58:49.258231456
6807,10807,M,51,40000.0,130000.0,Rejected,1,2020-06-07 22:38:14.517362934
6808,10808,unknown,28,35000.0,100000.0,default,-1,2020-06-07 23:17:39.776494414
6809,10809,F,41,70000.0,160000.0,Rejected,0,2020-06-07 23:57:05.035625892
6810,10810,M,39,100000.0,80000.0,Rejected,1,2020-06-08 00:36:30.294757370
6811,10811,M,56,90000.0,160000.0,Rejected,0,2020-06-08 01:15:55.553888848
6812,10812,unknown,27,70000.0,120000.0,Rejected,1,2020-06-08 01:55:20.813020326
6813,10813,F,45,40000.0,290000.0,Approved,0,2020-06-08 02:34:46.072151804
6814,10814,M,62,40000.0,90000.0,Rejected,1,2020-06-08 03:14:11.331283282
6815,10815,M,61,25000.0,160000.0,Rejected,0,2020-06-08 03:53:36.590414762
6816,10816,M,59,35000.0,220000.0,Rejected,0,2020-06-08 04:33:01.849546240
6817,10817,M,38,20000.0,200000.0,Rejected,0,2020-06-08 05:12:27.108677718
6818,10818,F,63,85000.0,130000.0,Rejected,1,2020-06-08 05:51:52.367809196
6819,10819,F,57,80000.0,110000.0,Rejected,0,2020-06-08 06:31:17.626940674
6820,10820,F,59,25000.0,150000.0,Approved,0,2020-06-08 07:10:42.886072152
6821,10821,F,63,95000.0,60000.0,Approved,1,2020-06-08 07:50:08.145203630
6822,10822,M,63,45000.0,130000.0,Rejected,1,2020-06-08 08:29:33.404335110
6823,10823,F,31,90000.0,200000.0,Rejected,0,2020-06-08 09:08:58.663466588
6824,10824,F,26,20000.0,0.0,Approved,1,2020-06-08 09:48:23.922598066
6825,10825,M,52,25000.0,210000.0,Approved,1,2020-06-08 10:27:49.181729544
6826,10826,M,46,80000.0,290000.0,Rejected,0,2020-06-08 11:07:14.440861022
6827,10827,F,35,30000.0,50000.0,Rejected,0,2020-06-08 11:46:39.699992500
6828,10828,M,52,70000.0,240000.0,Rejected,1,2020-06-08 12:26:04.959123978
6829,10829,M,23,115000.0,160000.0,Approved,1,2020-06-08 13:05:30.218255458
6830,10830,F,23,105000.0,200000.0,Rejected,0,2020-06-08 13:44:55.477386936
6831,10831,unknown,37,50000.0,140000.0,Rejected,0,2020-06-08 14:24:20.736518414
6832,10832,M,29,60000.0,120000.0,Rejected,1,2020-06-08 15:03:45.995649892
6833,10833,F,53,105000.0,140000.0,Approved,0,2020-06-08 15:43:11.254781370
6834,10834,M,64,110000.0,200000.0,Approved,0,2020-06-08 16:22:36.513912848
6835,10835,F,51,110000.0,200000.0,Rejected,1,2020-06-08 17:02:01.773044326
6836,10836,F,50,115000.0,190000.0,Approved,1,2020-06-08 17:41:27.032175806
6837,10837,F,21,70000.0,150000.0,Rejected,0,2020-06-08 18:20:52.291307284
6838,10838,M,44,105000.0,250000.0,Rejected,1,2020-06-08 19:00:17.550438762
6839,10839,F,58,55000.0,250000.0,Rejected,0,2020-06-08 19:39:42.809570240
6840,10840,F,50,105000.0,230000.0,Approved,1,2020-06-08 20:19:08.068701718
6841,10841,M,31,55000.0,90000.0,Approved,1,2020-06-08 20:58:33.327833196
6842,10842,M,59,80000.0,140000.0,Rejected,1,2020-06-08 21:37:58.586964676
6843,10843,M,64,65000.0,280000.0,Approved,1,2020-06-08 22:17:23.846096154
6844,10844,M,33,110000.0,170000.0,Rejected,0,2020-06-08 22:56:49.105227632
6845,10845,F,30,25000.0,180000.0,Rejected,0,2020-06-08 23:36:14.364359110
6846,10846,M,36,115000.0,260000.0,Approved,1,2020-06-09 00:15:39.623490588
6847,10847,M,23,65000.0,290000.0,Approved,1,2020-06-09 00:55:04.882622066
6848,10848,F,60,65000.0,290000.0,Approved,1,2020-06-09 01:34:30.141753544
6849,10849,M,63,105000.0,110000.0,Rejected,1,2020-06-09 02:13:55.400885024
6850,10850,F,49,85000.0,60000.0,Rejected,-1,2020-06-09 02:53:20.660016502
6851,10851,M,55,115000.0,180000.0,Rejected,0,2020-06-09 03:32:45.919147980
6852,10852,F,51,75000.0,220000.0,Rejected,1,2020-06-09 04:12:11.178279458
6853,10853,F,38,75000.0,240000.0,Rejected,-1,2020-06-09 04:51:36.437410936
6854,10854,F,49,25000.0,220000.0,Approved,0,2020-06-09 05:31:01.696542414
6855,10855,M,58,115000.0,70000.0,Approved,1,2020-06-09 06:10:26.955673892
6856,10856,F,57,40000.0,130000.0,Rejected,1,2020-06-09 06:49:52.214805372
6857,10857,M,24,50000.0,50000.0,Approved,0,2020-06-09 07:29:17.473936850
6858,10858,M,41,80000.0,250000.0,Rejected,1,2020-06-09 08:08:42.733068328
6859,10859,M,39,115000.0,70000.0,Rejected,1,2020-06-09 08:48:07.992199806
6860,10860,F,55,75000.0,200000.0,Rejected,1,2020-06-09 09:27:33.251331284
6861,10861,M,43,95000.0,130000.0,Rejected,1,2020-06-09 10:06:58.510462762
6862,10862,F,36,25000.0,160000.0,Rejected,1,2020-06-09 10:46:23.769594240
6863,10863,M,53,70000.0,120000.0,Approved,0,2020-06-09 11:25:49.028725720
6864,10864,M,42,35000.0,240000.0,default,1,2020-06-09 12:05:14.287857198
6865,10865,F,32,45000.0,130000.0,default,1,2020-06-09 12:44:39.546988676
6866,10866,M,61,35000.0,230000.0,Rejected,1,2020-06-09 13:24:04.806120154
6867,10867,F,26,35000.0,140000.0,Approved,1,2020-06-09 14:03:30.065251632
6868,10868,M,21,25000.0,150000.0,Approved,1,2020-06-09 14:42:55.324383110
6869,10869,F,27,50000.0,190000.0,Rejected,1,2020-06-09 15:22:20.583514588
6870,10870,F,28,75000.0,160000.0,Rejected,1,2020-06-09 16:01:45.842646068
6871,10871,M,45,20000.0,200000.0,Approved,1,2020-06-09 16:41:11.101777546
6872,10872,M,49,100000.0,280000.0,Rejected,0,2020-06-09 17:20:36.360909024
6873,10873,F,41,90000.0,140000.0,Approved,1,2020-06-09 18:00:01.620040502
6874,10874,F,30,40000.0,230000.0,Approved,1,2020-06-09 18:39:26.879171980
6875,10875,M,26,20000.0,270000.0,Rejected,1,2020-06-09 19:18:52.138303458
6876,10876,M,43,45000.0,70000.0,Rejected,0,2020-06-09 19:58:17.397434936
6877,10877,F,46,80000.0,190000.0,Rejected,-1,2020-06-09 20:37:42.656566416
6878,10878,F,34,20000.0,80000.0,Rejected,-1,2020-06-09 21:17:07.915697894
6879,10879,M,30,25000.0,250000.0,Rejected,0,2020-06-09 21:56:33.174829372
6880,10880,F,24,60000.0,140000.0,Approved,1,2020-06-09 22:35:58.433960850
6881,10881,M,22,35000.0,180000.0,Approved,1,2020-06-09 23:15:23.693092328
6882,10882,F,25,85000.0,180000.0,Rejected,0,2020-06-09 23:54:48.952223806
6883,10883,M,54,35000.0,200000.0,Rejected,0,2020-06-10 00:34:14.211355284
6884,10884,unknown,36,25000.0,0.0,default,1,2020-06-10 01:13:39.470486764
6885,10885,F,22,60000.0,180000.0,default,0,2020-06-10 01:53:04.729618242
